report_date,revenue,net_income,operating_income,total_assets,total_equity,total_debt,fcf,operating_cash_flow,tax_expense,depreciation,shares_diluted,shares_basic,total_liabilities,long_term_debt,short_term_debt,cash,roe,roa,net_margin,debt_equity,roi,roic,eps,ebitda,fcf_margin,debt_to_ebitda
2022-09-30,24502000000.0,7082000000.0,8301000000.0,3072953000000.0,269524000000.0,505793000000.0,,13154000000.0,-1219000000.0,,8163100000.0,8121600000.0,2803429000000.0,269122000000.0,236671000000.0,204976000000.0,0.026275953161870556,0.0023046235982131847,0.28903762958125867,1.8766158115789318,0.002701310433319351,0.010706588401905285,0.8675625681420048,,,
2022-12-31,24532000000.0,7132000000.0,7897000000.0,3051375000000.0,273197000000.0,498549000000.0,,30998000000.0,-765000000.0,,9666300000.0,9578000000.0,2778178000000.0,275982000000.0,222567000000.0,230203000000.0,0.026105703942576237,0.0023373069517840317,0.29072232186531877,1.824869965629198,0.0025880136004260376,0.010232641309446372,0.7378210897654739,,,
2023-03-31,26258000000.0,8161000000.0,9089000000.0,3194657000000.0,280196000000.0,654817000000.0,,-11300000000.0,-928000000.0,,8182300000.0,8065900000.0,2914461000000.0,283873000000.0,370944000000.0,29327000000.0,0.02912604034318834,0.0025545778466984095,0.3108005179373905,2.3369962454853033,0.002845062865903914,0.009720720460571137,0.9973968199650465,,,
2023-06-30,25197000000.0,7408000000.0,8034000000.0,3123198000000.0,283319000000.0,615717000000.0,,11786000000.0,-626000000.0,,8080700000.0,8040900000.0,2839879000000.0,286073000000.0,329644000000.0,29651000000.0,0.026147205093904752,0.002371927748416847,0.29400325435567726,2.1732287633374394,0.002572363327589221,0.00893623837087725,0.9167522615614984,,,
2023-09-30,25167000000.0,7802000000.0,8095000000.0,3153090000000.0,287064000000.0,631258000000.0,,-8850000000.0,-293000000.0,,8075900000.0,8017100000.0,2866026000000.0,290359000000.0,340899000000.0,351726000000.0,0.027178608254605247,0.0024743981300882627,0.310009138951802,2.1990148538305045,0.0025673228483804778,0.008814990820213389,0.9660842754367934,,,
2023-12-31,21959000000.0,3144000000.0,3124000000.0,3180151000000.0,499173000000.0,618189000000.0,,53346000000.0,20000000.0,,7983100000.0,7990500000.0,2680978000000.0,302204000000.0,315985000000.0,333073000000.0,0.006298417582681756,0.0009886323007932641,0.1431759187576848,1.2384263571948002,0.0009823432912462332,0.002795870988990139,0.39383197003670256,,,
2024-03-31,25818000000.0,6674000000.0,7262000000.0,3273803000000.0,507681000000.0,664899000000.0,,-15539000000.0,-588000000.0,,8031400000.0,7968200000.0,2766122000000.0,296346000000.0,368553000000.0,313404000000.0,0.013146050374152273,0.002038607698752796,0.2585018204353552,1.3096787155713923,0.0022182153293890928,0.006193180849067868,0.8309883706452175,,,
2024-06-30,25377000000.0,6897000000.0,7560000000.0,3257996000000.0,507643000000.0,699009000000.0,,18096000000.0,-663000000.0,,7960900000.0,7897900000.0,2750353000000.0,290474000000.0,408535000000.0,320632000000.0,0.01358631951982003,0.002116945508834265,0.2717815344603381,1.3769696420515993,0.0023204448378696596,0.006265269522612982,0.8663593312313934,,,
2024-09-30,25345000000.0,6896000000.0,7324000000.0,3324293000000.0,296512000000.0,335367000000.0,-37276000000.0,-37276000000.0,428000000.0,549000000.0,7902100000.0,7818000000.0,3027781000000.0,296927000000.0,38440000000.0,303740000000.0,0.02325706885387438,0.002074426050892626,0.2720852239100414,1.131040227714224,0.0022031752315454746,0.011590826724736856,0.8726794143328989,7873000000.0,-1.4707437364371672,42.59710402641941
2024-12-31,25347000000.0,6665000000.0,7108000000.0,3261519000000.0,295559000000.0,326670000000.0,25914000000.0,25914000000.0,443000000.0,559000000.0,7843700000.0,7738400000.0,2965960000000.0,283279000000.0,43391000000.0,296486000000.0,0.022550489073247644,0.0020435263446265373,0.2629502505227443,1.1052615552224767,0.0021793526267975135,0.011423446994595238,0.8497265321213203,7667000000.0,1.0223695111847555,42.6072779444372
2025-03-31,27366000000.0,7396000000.0,,3349424000000.0,295581000000.0,345616000000.0,-2184000000.0,-2184000000.0,720000000.0,565000000.0,7770800000.0,7677900000.0,3053843000000.0,304146000000.0,41470000000.0,280861000000.0,0.0250219060088436,0.0022081408624288834,0.27026236936344367,1.1692767803072592,,,0.951768157718639,,-0.07980705985529489,
2025-06-30,26463000000.0,7116000000.0,,3441142000000.0,299599000000.0,361309000000.0,-9132000000.0,-9132000000.0,572000000.0,571000000.0,7651600000.0,7581200000.0,3141543000000.0,313418000000.0,47891000000.0,275388000000.0,0.02375174817005397,0.0020679181504279684,0.2689037524090239,1.2059753203448609,,,0.9300015682994407,,-0.34508559120281146,
2025-09-30,28088000000.0,8469000000.0,,3403716000000.0,304152000000.0,365684000000.0,46874000000.0,46874000000.0,987000000.0,584000000.0,7627100000.0,7466000000.0,3099564000000.0,311484000000.0,54200000000.0,254719000000.0,0.027844630316420736,0.002488162937213328,0.301516661919681,1.202306741366159,,,1.1103827142688572,,1.6688265451438338,
2025-12-31,,,,,,0.0,,,,,7546900000.0,7364900000.0,,,,,,,,,,,,,,
