run_id,entry_date,candidate_train_years,ticker,eligible,reason,in_fold_base_universe,has_snapshot_in_analysis_quarter,passes_sp500_entry_filter,passes_history_filter
2025YQ1,2025-02-15,10,PH,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,PHM,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,PKG,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,PLD,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,PLTR,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,PM,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,PNC,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,PNR,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,PNW,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,PODD,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,POOL,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,PPG,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,PPL,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,PRU,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,PSA,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,PSX,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,PTC,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,PWR,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,PYPL,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,Q,False,out_of_fold_base_universe,False,False,False,False
2025YQ1,2025-02-15,10,QCOM,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,QRVO,False,not_member_sp500_on_entry,False,True,False,False
2025YQ1,2025-02-15,10,RCL,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,REG,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,REGN,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,RF,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,RHI,False,not_member_sp500_on_entry,False,True,False,False
2025YQ1,2025-02-15,10,RJF,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,RL,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,RMD,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,ROK,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,ROL,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,ROP,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,ROST,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,RSG,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,RTX,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,RVTY,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,SBAC,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,SBUX,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,SCHW,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,SHW,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,SJM,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,SLB,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,SMCI,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,SNA,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,SNDK,False,out_of_fold_base_universe,False,False,False,False
2025YQ1,2025-02-15,10,SNPS,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,SO,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,SOLS,False,out_of_fold_base_universe,False,False,False,False
2025YQ1,2025-02-15,10,SOLV,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,SPG,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,SPGI,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,SRE,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,STE,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,STLD,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,STT,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,STX,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,STZ,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,SW,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,SWK,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,SWKS,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,SYF,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,SYK,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,SYY,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,T,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,TAP,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,TDG,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,TDY,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,TECH,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,TEL,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,TER,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,TFC,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,TFX,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,TGT,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,TJX,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,TKO,False,not_member_sp500_on_entry,False,True,False,False
2025YQ1,2025-02-15,10,TMO,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,TMUS,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,TPL,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,TPR,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,TRGP,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,TRMB,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,TROW,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,TRV,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,TSCO,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,TSLA,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,TSN,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,TT,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,TTD,False,not_member_sp500_on_entry,False,True,False,False
2025YQ1,2025-02-15,10,TTWO,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,TXN,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,TXT,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,TYL,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,UAL,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,UBER,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,UDR,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,UHS,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,ULTA,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,UNH,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,UNP,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,UPS,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,URI,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,USB,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,V,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,VFC,False,not_member_sp500_on_entry,False,True,False,False
2025YQ1,2025-02-15,10,VICI,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,VLO,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,VLTO,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,VMC,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,VRSK,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,VRSN,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,VRTX,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,VST,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,VTR,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,VTRS,False,insufficient_train_history,True,True,True,False
2025YQ1,2025-02-15,10,VZ,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,WAB,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,WAT,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,WBA,False,no_snapshot_in_analysis_quarter,True,False,False,False
2025YQ1,2025-02-15,10,WBD,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,WDAY,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,WDC,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,WEC,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,WELL,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,WFC,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,WM,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,WMB,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,WMT,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,WRB,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,WSM,False,not_member_sp500_on_entry,False,True,False,False
2025YQ1,2025-02-15,10,WST,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,WTW,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,WY,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,WYNN,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,XEL,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,XOM,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,XRAY,False,not_member_sp500_on_entry,False,True,False,False
2025YQ1,2025-02-15,10,XYL,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,XYZ,False,out_of_fold_base_universe,False,False,False,False
2025YQ1,2025-02-15,10,YUM,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,ZBH,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,ZBRA,True,eligible,True,True,True,True
2025YQ1,2025-02-15,10,ZTS,True,eligible,True,True,True,True
