fold,ticker,common_score,common_label,selection_reason,selected,rank,agent,agent_score,agent_label,has_explainer,explanation_text,favor_factors,contra_factors,top_drivers_json
2024YQ1,AON,0.5906,Outperform,selected_above_threshold,True,2,bear,0.6977,Outperform,False,AON — Score: 0.70 (Outperform) (Rule-based explanation — install shap for full analysis) + Positive net margin (net_margin=0.21) + Revenue growth (revenue_yoy_growth=0.07),"Margen neto positivo=0.207, Crecimiento de ingresos=0.070, MSPR positivo=27.652, Balance neto insider positivo=0.356",,"[{""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.2065793420657934, ""direction"": ""positive""}, {""feature"": ""revenue_yoy_growth"", ""description"": ""Crecimiento de ingresos"", ""shap_value"": 0.0, ""raw_value"": 0.06974007915285058, ""direction"": ""positive""}, {""feature"": ""mspr_3m"", ""description"": ""MSPR positivo"", ""shap_value"": 0.0, ""raw_value"": 27.65191266666667, ""direction"": ""positive""}, {""feature"": ""insider_net_ratio_90d"", ""description"": ""Balance neto insider positivo"", ""shap_value"": 0.0, ""raw_value"": 0.35615701183512133, ""direction"": ""positive""}]"
2024YQ1,AON,0.5906,Outperform,selected_above_threshold,True,2,sentiment,0.5,Outperform,False,AON — Score: 0.50 (Outperform) (Rule-based explanation — install shap for full analysis) + Positive net margin (net_margin=0.21) + Revenue growth (revenue_yoy_growth=0.07),"Margen neto positivo=0.207, Crecimiento de ingresos=0.070, MSPR positivo=27.652, Balance neto insider positivo=0.356",,"[{""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.2065793420657934, ""direction"": ""positive""}, {""feature"": ""revenue_yoy_growth"", ""description"": ""Crecimiento de ingresos"", ""shap_value"": 0.0, ""raw_value"": 0.06974007915285058, ""direction"": ""positive""}, {""feature"": ""mspr_3m"", ""description"": ""MSPR positivo"", ""shap_value"": 0.0, ""raw_value"": 27.65191266666667, ""direction"": ""positive""}, {""feature"": ""insider_net_ratio_90d"", ""description"": ""Balance neto insider positivo"", ""shap_value"": 0.0, ""raw_value"": 0.35615701183512133, ""direction"": ""positive""}]"
2024YQ1,AON,0.5906,Outperform,selected_above_threshold,True,2,sector_rotation,0.8347,Outperform,False,AON — Score: 0.83 (Outperform) (Rule-based explanation — install shap for full analysis) + Positive net margin (net_margin=0.21) + Revenue growth (revenue_yoy_growth=0.07),"Margen neto positivo=0.207, Crecimiento de ingresos=0.070, MSPR positivo=27.652, Balance neto insider positivo=0.356",,"[{""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.2065793420657934, ""direction"": ""positive""}, {""feature"": ""revenue_yoy_growth"", ""description"": ""Crecimiento de ingresos"", ""shap_value"": 0.0, ""raw_value"": 0.06974007915285058, ""direction"": ""positive""}, {""feature"": ""mspr_3m"", ""description"": ""MSPR positivo"", ""shap_value"": 0.0, ""raw_value"": 27.65191266666667, ""direction"": ""positive""}, {""feature"": ""insider_net_ratio_90d"", ""description"": ""Balance neto insider positivo"", ""shap_value"": 0.0, ""raw_value"": 0.35615701183512133, ""direction"": ""positive""}]"
2024YQ1,AON,0.5906,Outperform,selected_above_threshold,True,2,meta_learner,0.5906,Outperform,True,"AON — Score: 0.59 (Outperform, confidence moderate) Factors IN FAVOUR: + Confidence Weighted Score Mean = 0.000 [SHAP contribution: +0.019] + Valuation Agent score (undervaluation) = 0.803 [SHAP contribution: +0.018] + Valuation Score Sector Rank = 0.000 [SHAP contribution: +0.018] + Momentum Agent score (technical trend) = 0.654 [SHAP contribution: +0.017] Factors AGAINST: - Sector X Momentum = 0.000 [SHAP contribution: -0.030] - Agent Score Range = 0.000 [SHAP contribution: -0.023]","Confidence Weighted Score Mean=0.000, Valuation Agent score (undervaluation)=0.803, Valuation Score Sector Rank=0.000, Momentum Agent score (technical trend)=0.654","Sector X Momentum=0.000, Agent Score Range=0.000","[{""feature"": ""sector_x_momentum"", ""description"": ""Sector X Momentum"", ""shap_value"": -0.030323541737472526, ""raw_value"": 0.0, ""direction"": ""negative""}, {""feature"": ""agent_score_range"", ""description"": ""Agent Score Range"", ""shap_value"": -0.023366213799541968, ""raw_value"": 0.0, ""direction"": ""negative""}, {""feature"": ""confidence_weighted_score_mean"", ""description"": ""Confidence Weighted Score Mean"", ""shap_value"": 0.019313775323496034, ""raw_value"": 0.0, ""direction"": ""positive""}, {""feature"": ""valuation_score"", ""description"": ""Valuation Agent score (undervaluation)"", ""shap_value"": 0.018147942780523795, ""raw_value"": 0.8030595812540038, ""direction"": ""positive""}, {""feature"": ""valuation_score_sector_rank"", ""description"": ""Valuation Score Sector Rank"", ""shap_value"": 0.017701971250426, ""raw_value"": 0.0, ""direction"": ""positive""}, {""feature"": ""momentum_score"", ""description"": ""Momentum Agent score (technical trend)"", ""shap_value"": 0.016567391923629927, ""raw_value"": 0.6539973730247104, ""direction"": ""positive""}]"
2024YQ1,TRV,0.5786,Outperform,selected_above_threshold,True,3,fundamental,0.8227,Outperform,False,TRV — Score: 0.82 (Outperform) (Rule-based explanation — install shap for full analysis) + RSI overbought (rsi_14=79.93),"RSI sobrecomprado=79.930, MSPR positivo=22.761",,"[{""feature"": ""rsi_14"", ""description"": ""RSI sobrecomprado"", ""shap_value"": 0.0, ""raw_value"": 79.92962230681883, ""direction"": ""positive""}, {""feature"": ""mspr_3m"", ""description"": ""MSPR positivo"", ""shap_value"": 0.0, ""raw_value"": 22.76113633333333, ""direction"": ""positive""}]"
2024YQ1,TRV,0.5786,Outperform,selected_above_threshold,True,3,valuation,0.5792,Outperform,False,TRV — Score: 0.58 (Outperform) (Rule-based explanation — install shap for full analysis) + RSI overbought (rsi_14=79.93),"RSI sobrecomprado=79.930, MSPR positivo=22.761",,"[{""feature"": ""rsi_14"", ""description"": ""RSI sobrecomprado"", ""shap_value"": 0.0, ""raw_value"": 79.92962230681883, ""direction"": ""positive""}, {""feature"": ""mspr_3m"", ""description"": ""MSPR positivo"", ""shap_value"": 0.0, ""raw_value"": 22.76113633333333, ""direction"": ""positive""}]"
2024YQ1,TRV,0.5786,Outperform,selected_above_threshold,True,3,momentum,0.6943,Outperform,False,TRV — Score: 0.69 (Outperform) (Rule-based explanation — install shap for full analysis) + RSI overbought (rsi_14=79.93),"RSI sobrecomprado=79.930, MSPR positivo=22.761",,"[{""feature"": ""rsi_14"", ""description"": ""RSI sobrecomprado"", ""shap_value"": 0.0, ""raw_value"": 79.92962230681883, ""direction"": ""positive""}, {""feature"": ""mspr_3m"", ""description"": ""MSPR positivo"", ""shap_value"": 0.0, ""raw_value"": 22.76113633333333, ""direction"": ""positive""}]"
2024YQ1,TRV,0.5786,Outperform,selected_above_threshold,True,3,bear,0.7557,Outperform,False,TRV — Score: 0.76 (Outperform) (Rule-based explanation — install shap for full analysis) + RSI overbought (rsi_14=79.93),"RSI sobrecomprado=79.930, MSPR positivo=22.761",,"[{""feature"": ""rsi_14"", ""description"": ""RSI sobrecomprado"", ""shap_value"": 0.0, ""raw_value"": 79.92962230681883, ""direction"": ""positive""}, {""feature"": ""mspr_3m"", ""description"": ""MSPR positivo"", ""shap_value"": 0.0, ""raw_value"": 22.76113633333333, ""direction"": ""positive""}]"
2024YQ1,TRV,0.5786,Outperform,selected_above_threshold,True,3,sentiment,0.5,Outperform,False,TRV — Score: 0.50 (Outperform) (Rule-based explanation — install shap for full analysis) + RSI overbought (rsi_14=79.93),"RSI sobrecomprado=79.930, MSPR positivo=22.761",,"[{""feature"": ""rsi_14"", ""description"": ""RSI sobrecomprado"", ""shap_value"": 0.0, ""raw_value"": 79.92962230681883, ""direction"": ""positive""}, {""feature"": ""mspr_3m"", ""description"": ""MSPR positivo"", ""shap_value"": 0.0, ""raw_value"": 22.76113633333333, ""direction"": ""positive""}]"
2024YQ1,TRV,0.5786,Outperform,selected_above_threshold,True,3,sector_rotation,0.8347,Outperform,False,TRV — Score: 0.83 (Outperform) (Rule-based explanation — install shap for full analysis) + RSI overbought (rsi_14=79.93),"RSI sobrecomprado=79.930, MSPR positivo=22.761",,"[{""feature"": ""rsi_14"", ""description"": ""RSI sobrecomprado"", ""shap_value"": 0.0, ""raw_value"": 79.92962230681883, ""direction"": ""positive""}, {""feature"": ""mspr_3m"", ""description"": ""MSPR positivo"", ""shap_value"": 0.0, ""raw_value"": 22.76113633333333, ""direction"": ""positive""}]"
2024YQ1,TRV,0.5786,Outperform,selected_above_threshold,True,3,meta_learner,0.5786,Outperform,True,"TRV — Score: 0.58 (Outperform, confidence moderate) Factors IN FAVOUR: + Confidence Weighted Score Mean = 0.000 [SHAP contribution: +0.019] + Valuation Agent score (undervaluation) = 0.579 [SHAP contribution: +0.018] + Valuation Score Sector Rank = 0.000 [SHAP contribution: +0.018] + Momentum Agent score (technical trend) = 0.694 [SHAP contribution: +0.017] Factors AGAINST: - Sector X Momentum = 0.000 [SHAP contribution: -0.030] - Agent Score Range = 0.000 [SHAP contribution: -0.023]","Confidence Weighted Score Mean=0.000, Valuation Agent score (undervaluation)=0.579, Valuation Score Sector Rank=0.000, Momentum Agent score (technical trend)=0.694","Sector X Momentum=0.000, Agent Score Range=0.000","[{""feature"": ""sector_x_momentum"", ""description"": ""Sector X Momentum"", ""shap_value"": -0.030321010902759005, ""raw_value"": 0.0, ""direction"": ""negative""}, {""feature"": ""agent_score_range"", ""description"": ""Agent Score Range"", ""shap_value"": -0.023366213799541968, ""raw_value"": 0.0, ""direction"": ""negative""}, {""feature"": ""confidence_weighted_score_mean"", ""description"": ""Confidence Weighted Score Mean"", ""shap_value"": 0.019313775323496034, ""raw_value"": 0.0, ""direction"": ""positive""}, {""feature"": ""valuation_score"", ""description"": ""Valuation Agent score (undervaluation)"", ""shap_value"": 0.018147942780523795, ""raw_value"": 0.5791534539454132, ""direction"": ""positive""}, {""feature"": ""valuation_score_sector_rank"", ""description"": ""Valuation Score Sector Rank"", ""shap_value"": 0.017701971250426, ""raw_value"": 0.0, ""direction"": ""positive""}, {""feature"": ""momentum_score"", ""description"": ""Momentum Agent score (technical trend)"", ""shap_value"": 0.016567391923629927, ""raw_value"": 0.6943290466088233, ""direction"": ""positive""}]"
2024YQ1,BRO,0.5755,Outperform,selected_above_threshold,True,4,fundamental,0.7,Outperform,False,BRO — Score: 0.70 (Outperform) (Rule-based explanation — install shap for full analysis) + Positive net margin (net_margin=0.19) + Revenue growth (revenue_yoy_growth=0.21) + RSI overbought (rsi_14=78.33),"Margen neto positivo=0.186, Crecimiento de ingresos=0.209, RSI sobrecomprado=78.328",,"[{""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.1862638893187656, ""direction"": ""positive""}, {""feature"": ""revenue_yoy_growth"", ""description"": ""Crecimiento de ingresos"", ""shap_value"": 0.0, ""raw_value"": 0.2091691616766467, ""direction"": ""positive""}, {""feature"": ""rsi_14"", ""description"": ""RSI sobrecomprado"", ""shap_value"": 0.0, ""raw_value"": 78.32788330237659, ""direction"": ""positive""}]"
2024YQ1,BRO,0.5755,Outperform,selected_above_threshold,True,4,valuation,0.5792,Outperform,False,BRO — Score: 0.58 (Outperform) (Rule-based explanation — install shap for full analysis) + Positive net margin (net_margin=0.19) + Revenue growth (revenue_yoy_growth=0.21) + RSI overbought (rsi_14=78.33),"Margen neto positivo=0.186, Crecimiento de ingresos=0.209, RSI sobrecomprado=78.328",,"[{""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.1862638893187656, ""direction"": ""positive""}, {""feature"": ""revenue_yoy_growth"", ""description"": ""Crecimiento de ingresos"", ""shap_value"": 0.0, ""raw_value"": 0.2091691616766467, ""direction"": ""positive""}, {""feature"": ""rsi_14"", ""description"": ""RSI sobrecomprado"", ""shap_value"": 0.0, ""raw_value"": 78.32788330237659, ""direction"": ""positive""}]"
2024YQ1,BRO,0.5755,Outperform,selected_above_threshold,True,4,momentum,0.6658,Outperform,False,BRO — Score: 0.67 (Outperform) (Rule-based explanation — install shap for full analysis) + Positive net margin (net_margin=0.19) + Revenue growth (revenue_yoy_growth=0.21) + RSI overbought (rsi_14=78.33),"Margen neto positivo=0.186, Crecimiento de ingresos=0.209, RSI sobrecomprado=78.328",,"[{""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.1862638893187656, ""direction"": ""positive""}, {""feature"": ""revenue_yoy_growth"", ""description"": ""Crecimiento de ingresos"", ""shap_value"": 0.0, ""raw_value"": 0.2091691616766467, ""direction"": ""positive""}, {""feature"": ""rsi_14"", ""description"": ""RSI sobrecomprado"", ""shap_value"": 0.0, ""raw_value"": 78.32788330237659, ""direction"": ""positive""}]"
2024YQ1,BRO,0.5755,Outperform,selected_above_threshold,True,4,bear,0.8187,Outperform,False,BRO — Score: 0.82 (Outperform) (Rule-based explanation — install shap for full analysis) + Positive net margin (net_margin=0.19) + Revenue growth (revenue_yoy_growth=0.21) + RSI overbought (rsi_14=78.33),"Margen neto positivo=0.186, Crecimiento de ingresos=0.209, RSI sobrecomprado=78.328",,"[{""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.1862638893187656, ""direction"": ""positive""}, {""feature"": ""revenue_yoy_growth"", ""description"": ""Crecimiento de ingresos"", ""shap_value"": 0.0, ""raw_value"": 0.2091691616766467, ""direction"": ""positive""}, {""feature"": ""rsi_14"", ""description"": ""RSI sobrecomprado"", ""shap_value"": 0.0, ""raw_value"": 78.32788330237659, ""direction"": ""positive""}]"
2024YQ1,BRO,0.5755,Outperform,selected_above_threshold,True,4,sentiment,0.5,Outperform,False,BRO — Score: 0.50 (Outperform) (Rule-based explanation — install shap for full analysis) + Positive net margin (net_margin=0.19) + Revenue growth (revenue_yoy_growth=0.21) + RSI overbought (rsi_14=78.33),"Margen neto positivo=0.186, Crecimiento de ingresos=0.209, RSI sobrecomprado=78.328",,"[{""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.1862638893187656, ""direction"": ""positive""}, {""feature"": ""revenue_yoy_growth"", ""description"": ""Crecimiento de ingresos"", ""shap_value"": 0.0, ""raw_value"": 0.2091691616766467, ""direction"": ""positive""}, {""feature"": ""rsi_14"", ""description"": ""RSI sobrecomprado"", ""shap_value"": 0.0, ""raw_value"": 78.32788330237659, ""direction"": ""positive""}]"
2024YQ1,BRO,0.5755,Outperform,selected_above_threshold,True,4,sector_rotation,0.8347,Outperform,False,BRO — Score: 0.83 (Outperform) (Rule-based explanation — install shap for full analysis) + Positive net margin (net_margin=0.19) + Revenue growth (revenue_yoy_growth=0.21) + RSI overbought (rsi_14=78.33),"Margen neto positivo=0.186, Crecimiento de ingresos=0.209, RSI sobrecomprado=78.328",,"[{""feature"": ""net_margin"", ""description"": ""Margen neto positivo"", ""shap_value"": 0.0, ""raw_value"": 0.1862638893187656, ""direction"": ""positive""}, {""feature"": ""revenue_yoy_growth"", ""description"": ""Crecimiento de ingresos"", ""shap_value"": 0.0, ""raw_value"": 0.2091691616766467, ""direction"": ""positive""}, {""feature"": ""rsi_14"", ""description"": ""RSI sobrecomprado"", ""shap_value"": 0.0, ""raw_value"": 78.32788330237659, ""direction"": ""positive""}]"
2024YQ1,BRO,0.5755,Outperform,selected_above_threshold,True,4,meta_learner,0.5755,Outperform,True,"BRO — Score: 0.58 (Outperform, confidence moderate) Factors IN FAVOUR: + Confidence Weighted Score Mean = 0.000 [SHAP contribution: +0.019] + Valuation Agent score (undervaluation) = 0.579 [SHAP contribution: +0.018] + Valuation Score Sector Rank = 0.000 [SHAP contribution: +0.018] + Momentum Agent score (technical trend) = 0.666 [SHAP contribution: +0.017] Factors AGAINST: - Sector X Momentum = 0.000 [SHAP contribution: -0.030] - Agent Score Range = 0.000 [SHAP contribution: -0.023]","Confidence Weighted Score Mean=0.000, Valuation Agent score (undervaluation)=0.579, Valuation Score Sector Rank=0.000, Momentum Agent score (technical trend)=0.666","Sector X Momentum=0.000, Agent Score Range=0.000","[{""feature"": ""sector_x_momentum"", ""description"": ""Sector X Momentum"", ""shap_value"": -0.030321010902759005, ""raw_value"": 0.0, ""direction"": ""negative""}, {""feature"": ""agent_score_range"", ""description"": ""Agent Score Range"", ""shap_value"": -0.023366213799541968, ""raw_value"": 0.0, ""direction"": ""negative""}, {""feature"": ""confidence_weighted_score_mean"", ""description"": ""Confidence Weighted Score Mean"", ""shap_value"": 0.019313775323496034, ""raw_value"": 0.0, ""direction"": ""positive""}, {""feature"": ""valuation_score"", ""description"": ""Valuation Agent score (undervaluation)"", ""shap_value"": 0.017892256582323785, ""raw_value"": 0.5791534539454132, ""direction"": ""positive""}, {""feature"": ""valuation_score_sector_rank"", ""description"": ""Valuation Score Sector Rank"", ""shap_value"": 0.017701971250426, ""raw_value"": 0.0, ""direction"": ""positive""}, {""feature"": ""momentum_score"", ""description"": ""Momentum Agent score (technical trend)"", ""shap_value"": 0.016610025778713313, ""raw_value"": 0.6658451660728364, ""direction"": ""positive""}]"
